order_id,product_id,store_id,product_name,city,date_of_sale,quantity,sales_amount
2,799,7,Tablet,Philadelphia,2024-02-17,2,61.18
92,404,9,Scanner,Los Angeles,2023-10-15,10,20.4
60,888,3,Tablet,Philadelphia,2023-01-13,2,40.29
60,237,8,Scanner,Dallas,2024-05-21,3,42.9
29,588,2,Laptop,Dallas,2024-09-07,3,57.22
42,885,9,Tablet,Chicago,2024-07-07,3,74.91
7,670,10,Keyboard,New York,2021-02-08,5,29.12
52,192,4,Laptop,Philadelphia,2021-10-24,2,49.53
35,222,6,Laptop,Philadelphia,2023-03-17,2,34.96
86,779,4,Mouse,Houston,2022-08-09,10,43.37
53,748,1,Printer,San Diego,2024-08-02,8,56.37
55,667,10,Webcam,San Antonio,2021-01-25,1,57.12
49,51,7,Smartphone,San Antonio,2024-07-24,3,60.4
86,263,2,Scanner,San Antonio,2023-08-18,9,21.56
97,481,7,Printer,Dallas,2022-06-12,9,24.15
27,70,6,Monitor,Philadelphia,2022-10-03,9,61.91
18,557,3,Scanner,Los Angeles,2024-02-09,3,43.43
80,809,2,Printer,Chicago,2023-10-05,9,39.23
5,367,8,Webcam,Phoenix,2021-06-13,9,57.86
63,466,3,Smartphone,Phoenix,2021-01-16,6,69.23
31,95,2,Scanner,San Antonio,2023-12-05,7,53.63
35,547,6,Laptop,San Diego,2024-11-09,1,26.93
83,837,4,Scanner,New York,2024-09-12,9,60.4
40,858,5,Keyboard,New York,2021-04-12,10,40.69
33,146,7,Keyboard,Philadelphia,2023-10-05,7,59.74
73,673,6,Keyboard,Chicago,2024-12-02,9,71.9
37,275,10,Mouse,Phoenix,2024-11-11,1,59.22
33,547,4,Keyboard,San Jose,2021-07-14,3,55.18
29,586,6,Smartphone,Philadelphia,2024-04-11,2,71.41
36,970,5,Keyboard,Chicago,2023-12-04,1,24.79
36,476,9,Keyboard,Phoenix,2023-12-25,5,21.1
94,516,7,Mouse,Los Angeles,2023-11-11,10,14.9
7,194,4,Keyboard,Los Angeles,2022-10-14,9,36.42
19,179,1,Headphones,New York,2022-01-06,7,36.34
53,959,3,Printer,Houston,2024-12-07,5,54.59
5,626,4,Laptop,New York,2023-07-10,10,64.99
39,701,3,Smartphone,Philadelphia,2025-04-05,3,32.96
8,128,5,Webcam,New York,2025-12-05,9,14.37
46,982,7,Scanner,Philadelphia,2022-03-04,3,23.2
24,693,6,Laptop,Philadelphia,2021-02-22,8,32.98
77,50,3,Printer,Los Angeles,2024-09-25,7,70.67
18,308,2,Printer,Dallas,2025-12-28,8,55.25
5,293,3,Scanner,Phoenix,2025-08-18,10,74.15
39,562,5,Keyboard,San Antonio,2025-10-29,10,71.17
7,75,10,Tablet,Philadelphia,2022-05-13,2,38.49
56,545,6,Headphones,Houston,2023-07-01,10,52.72
87,222,10,Monitor,San Diego,2025-04-05,7,73.11
52,185,2,Smartphone,New York,2024-07-19,2,48.46
57,636,4,Monitor,Dallas,2025-03-01,6,61.47
37,250,5,Smartphone,Houston,2025-05-28,6,67.27
58,732,9,Smartphone,Los Angeles,2021-01-30,7,23.18
66,733,9,Scanner,Los Angeles,2024-10-13,9,65.67
85,804,10,Tablet,San Jose,2022-04-18,9,48.12
19,720,4,Smartphone,Philadelphia,2023-08-19,4,64.15
68,616,4,Webcam,Chicago,2021-11-19,7,54.83
36,433,3,Mouse,San Jose,2025-12-02,5,61.66
7,312,4,Laptop,Phoenix,2021-05-07,5,65.32
93,671,1,Keyboard,San Antonio,2022-04-28,4,14.32
74,244,1,Webcam,Chicago,2025-04-21,10,24.25
13,233,2,Tablet,San Jose,2024-04-06,10,34.26
89,163,1,Printer,Philadelphia,2025-08-10,10,30.18
36,912,7,Laptop,Houston,2025-10-28,3,16.12
71,258,4,Laptop,Dallas,2025-05-15,8,55.97
79,147,10,Printer,Houston,2024-01-20,7,29.55
92,292,7,Smartphone,New York,2024-04-22,10,64.44
1,948,3,Smartphone,San Antonio,2025-08-01,5,68.89
10,184,7,Smartphone,Dallas,2021-09-17,6,60.3
100,985,4,Printer,San Diego,2023-09-06,5,56.2
69,733,6,Mouse,San Diego,2021-10-31,2,28.57
87,597,4,Keyboard,Philadelphia,2024-04-13,6,62.9
90,237,1,Tablet,New York,2021-08-07,9,35.16
9,533,10,Mouse,Philadelphia,2023-07-17,2,73.52
2,606,1,Headphones,Los Angeles,2022-03-23,1,37.6
64,405,8,Smartphone,San Jose,2025-04-23,2,74.3
41,165,9,Mouse,San Diego,2021-06-21,10,58.8
44,61,5,Headphones,Houston,2023-07-12,3,39.8
44,388,1,Smartphone,San Jose,2024-01-14,7,44.27
0,108,9,Webcam,Houston,2021-05-07,4,39.74
7,615,9,Keyboard,San Antonio,2022-02-18,9,57.85
18,291,6,Smartphone,New York,2021-09-06,1,12.39
74,613,10,Headphones,Chicago,2024-12-09,3,73.23
77,130,8,Tablet,San Jose,2024-12-04,10,11.19
80,458,4,Webcam,San Diego,2025-09-22,3,49.64
22,355,10,Laptop,San Diego,2024-06-21,6,46.75
15,56,6,Mouse,San Diego,2022-09-07,4,19.25
21,330,4,Mouse,Phoenix,2021-10-01,10,35.53
7,380,2,Monitor,New York,2023-12-22,10,69.36
70,380,8,Monitor,Dallas,2022-12-04,6,58.79
82,669,8,Mouse,San Diego,2024-05-27,5,53.83
3,658,2,Webcam,Philadelphia,2024-03-16,5,58.31
76,834,5,Webcam,Philadelphia,2024-02-23,6,58.6
44,951,5,Monitor,Phoenix,2022-08-10,7,53.7
75,296,4,Laptop,San Jose,2022-07-12,4,31.34
7,570,2,Laptop,New York,2023-01-13,10,74.3
64,744,9,Smartphone,Philadelphia,2023-03-18,10,16.58
63,513,4,Printer,Dallas,2021-07-12,10,21.93
75,703,1,Mouse,San Jose,2022-10-20,2,32.4
46,384,1,Printer,Chicago,2024-02-11,1,42.14
34,108,7,Scanner,New York,2021-06-18,3,42.78
39,339,5,Tablet,Chicago,2025-11-06,4,37.6
67,494,4,Monitor,San Diego,2023-11-05,3,54.22
2,620,7,Tablet,Chicago,2024-02-23,8,23.24
84,963,5,Scanner,Dallas,2022-09-25,2,29.25
8,884,7,Monitor,Los Angeles,2025-09-07,10,58.7
84,150,3,Smartphone,San Antonio,2022-09-27,6,12.14
75,199,6,Laptop,San Antonio,2025-05-10,6,20.44
6,373,6,Mouse,New York,2024-11-22,3,25.5
12,768,6,Printer,Phoenix,2021-09-28,8,33.31
34,894,7,Laptop,San Antonio,2021-03-24,1,32.89
63,539,9,Tablet,Phoenix,2025-03-07,1,55.54
6,202,4,Printer,San Diego,2025-05-22,6,23.73
27,765,3,Smartphone,Phoenix,2022-09-01,1,48.68
90,659,9,Monitor,San Jose,2023-08-27,2,11.84
41,771,7,Monitor,San Antonio,2023-01-22,3,48.67
42,538,9,Headphones,Houston,2024-02-14,6,62.2
58,960,4,Tablet,Los Angeles,2025-10-28,7,29.64
30,356,3,Printer,Houston,2024-02-21,6,74.2
16,920,3,Mouse,Los Angeles,2021-08-13,3,36.32
2,136,3,Printer,Houston,2024-08-03,8,28.4
67,445,5,Keyboard,San Antonio,2025-04-10,9,52.48
61,813,1,Laptop,New York,2022-07-22,10,54.92
39,534,10,Webcam,Chicago,2021-11-10,1,69.36
31,235,5,Tablet,Phoenix,2022-05-30,8,55.18
62,282,9,Tablet,Houston,2024-10-04,2,28.35
5,295,8,Laptop,San Jose,2025-11-21,2,45.0
28,535,4,Mouse,Houston,2023-07-16,2,30.18
25,345,6,Printer,San Antonio,2023-03-04,2,27.29
71,665,6,Monitor,San Antonio,2022-09-24,8,69.22
77,600,5,Smartphone,Dallas,2022-09-13,2,23.2
94,403,8,Headphones,Chicago,2024-12-28,3,53.25
22,606,10,Headphones,New York,2025-09-30,5,37.78
27,849,7,Laptop,San Antonio,2021-03-20,6,29.71
93,416,2,Tablet,San Antonio,2021-06-07,3,13.63
78,357,2,Monitor,San Antonio,2023-08-15,3,33.77
35,168,1,Mouse,San Diego,2024-07-16,10,65.5
9,918,8,Keyboard,Phoenix,2021-04-09,6,33.82
55,425,10,Webcam,San Jose,2021-08-24,3,13.6
28,307,9,Laptop,San Antonio,2022-12-05,9,54.23
36,737,5,Monitor,San Jose,2025-07-23,6,61.57
83,520,2,Smartphone,Dallas,2021-03-18,4,34.45
89,73,8,Scanner,New York,2022-12-17,1,16.29
89,298,3,Headphones,Dallas,2022-11-01,10,57.76
95,62,10,Webcam,New York,2024-06-14,4,74.64
27,597,1,Tablet,San Antonio,2023-03-03,3,34.79
46,541,8,Printer,Chicago,2023-07-02,2,41.92
86,419,7,Printer,Phoenix,2024-06-11,4,71.51
38,635,8,Smartphone,Dallas,2023-04-14,2,31.67
18,747,4,Mouse,Houston,2022-08-06,2,57.52
93,195,10,Keyboard,San Diego,2025-02-11,7,23.62
19,473,10,Keyboard,San Jose,2023-04-27,3,50.3
18,133,9,Printer,Philadelphia,2023-10-01,7,44.41
11,493,8,Keyboard,Los Angeles,2024-06-15,10,43.34
53,162,4,Tablet,New York,2023-12-05,2,64.1
81,52,5,Headphones,Phoenix,2025-12-21,2,64.82
72,262,8,Tablet,Phoenix,2022-02-13,2,16.38
94,928,5,Scanner,Los Angeles,2021-03-23,2,11.59
84,565,5,Laptop,Los Angeles,2025-11-01,6,46.1
48,706,5,Webcam,New York,2025-01-03,5,50.83
11,276,3,Mouse,Dallas,2022-08-14,2,50.81
0,663,3,Tablet,Houston,2021-11-25,7,21.19
59,946,2,Smartphone,San Diego,2025-04-17,8,12.95
17,516,9,Smartphone,Dallas,2023-04-10,1,72.99
35,902,5,Mouse,San Antonio,2022-01-27,4,39.82
3,597,4,Webcam,San Diego,2024-08-12,9,15.53
19,990,6,Headphones,San Antonio,2024-04-19,6,72.51
14,888,3,Smartphone,Dallas,2025-06-19,7,22.38
10,548,7,Monitor,Phoenix,2021-12-21,5,34.14
51,823,1,Monitor,Chicago,2025-08-20,9,68.1
27,699,5,Keyboard,Los Angeles,2022-07-06,6,68.22
89,196,4,Webcam,Los Angeles,2021-07-19,5,34.32
69,729,1,Headphones,New York,2022-11-18,1,36.61
58,656,5,Keyboard,New York,2022-06-20,9,30.39
23,701,5,Monitor,Philadelphia,2025-02-25,7,22.25
96,423,8,Webcam,Chicago,2023-07-28,7,69.98
6,668,3,Mouse,San Diego,2025-10-04,7,51.22
55,698,7,Scanner,Houston,2021-10-16,9,34.33
93,258,1,Keyboard,Houston,2021-08-04,9,13.44
82,916,6,Tablet,Phoenix,2025-09-04,10,51.53
69,855,10,Laptop,Houston,2024-09-10,2,44.47
3,320,8,Smartphone,Dallas,2024-06-17,2,63.6
37,695,9,Mouse,Los Angeles,2024-01-30,8,36.42
40,886,1,Tablet,Philadelphia,2021-09-10,1,42.84
1,468,9,Smartphone,Dallas,2023-06-05,3,17.41
21,568,3,Headphones,Los Angeles,2021-02-07,10,31.94
96,988,6,Webcam,Houston,2022-01-06,4,54.35
32,842,3,Keyboard,Chicago,2025-11-17,4,60.19
88,253,3,Tablet,San Antonio,2024-08-12,7,16.69
25,71,1,Scanner,San Antonio,2021-08-11,2,55.33
63,612,10,Smartphone,Los Angeles,2025-02-14,5,63.29
3,230,2,Webcam,San Antonio,2022-11-04,4,46.39
43,186,4,Mouse,Los Angeles,2022-06-17,6,58.81
23,899,7,Keyboard,San Jose,2025-03-30,6,61.81
41,636,4,Webcam,New York,2023-02-06,5,45.91
91,657,5,Headphones,San Antonio,2022-08-12,10,27.88977952885601
61,686,6,Monitor,Houston,2022-11-15,5,73.35
14,770,3,Printer,Los Angeles,2021-12-06,8,70.66
89,506,9,Keyboard,Los Angeles,2025-08-11,3,52.35
76,899,1,Webcam,Houston,2022-12-21,9,61.63
10,859,4,Mouse,San Jose,2021-03-01,6,26.35
48,112,8,Scanner,Chicago,2022-03-06,1,68.53
4,901,3,Laptop,Dallas,2023-01-24,2,45.31
77,988,3,Printer,Houston,2022-01-30,6,35.27
15,788,8,Headphones,Houston,2022-01-05,7,42.73
50,334,9,Tablet,Chicago,2022-08-14,6,64.87
52,724,1,Printer,New York,2021-04-01,10,41.53
55,702,4,Webcam,Chicago,2023-11-27,4,13.23
84,607,9,Smartphone,Dallas,2022-04-15,9,11.82
64,409,10,Tablet,Dallas,2024-05-20,8,33.59
0,710,3,Smartphone,Los Angeles,2024-09-19,7,31.34
46,811,6,Webcam,Dallas,2023-11-06,6,38.1
62,903,7,Smartphone,Chicago,2025-06-18,8,30.97
15,573,3,Monitor,New York,2025-11-08,8,14.3
12,594,5,Tablet,Dallas,2025-02-18,1,32.53
14,105,1,Tablet,Phoenix,2025-09-06,2,65.34
64,835,10,Mouse,Dallas,2021-09-16,10,21.76
42,575,6,Tablet,New York,2021-07-12,5,74.0
98,518,10,Laptop,Dallas,2025-03-25,2,35.15
54,173,1,Smartphone,Dallas,2024-12-12,3,64.12
14,566,4,Webcam,New York,2024-11-20,9,53.25
4,969,7,Headphones,San Diego,2025-08-20,7,57.4
80,317,4,Smartphone,Los Angeles,2022-06-15,2,53.87
89,209,2,Mouse,Los Angeles,2021-03-30,9,70.42
63,198,1,Keyboard,Chicago,2025-11-03,9,32.26
35,203,5,Printer,Chicago,2022-09-23,1,37.34
93,563,7,Headphones,San Jose,2021-05-30,6,72.23
35,124,10,Headphones,Chicago,2023-07-10,4,41.54
14,947,8,Printer,Chicago,2024-12-25,7,47.76
92,314,2,Scanner,San Jose,2022-07-29,8,32.89
97,894,1,Smartphone,Dallas,2022-09-22,3,42.52
70,585,3,Keyboard,Los Angeles,2023-11-28,8,68.4
93,975,8,Keyboard,Philadelphia,2025-11-15,7,71.52
37,121,7,Smartphone,Dallas,2023-08-25,1,40.3
38,238,5,Keyboard,Dallas,2023-07-28,4,42.45
11,824,2,Scanner,Phoenix,2023-01-15,7,50.53
20,318,9,Keyboard,Phoenix,2022-08-11,7,57.2
42,556,9,Keyboard,Philadelphia,2024-05-30,6,40.41
56,618,6,Scanner,San Diego,2024-06-13,5,47.31
0,455,7,Monitor,Chicago,2021-02-15,10,57.15
70,675,8,Smartphone,Dallas,2021-10-07,6,61.53
8,864,8,Webcam,New York,2025-04-04,10,39.89
95,729,7,Scanner,San Diego,2023-11-07,7,44.2
75,402,9,Tablet,Los Angeles,2025-08-29,3,68.31
9,291,6,Webcam,San Diego,2023-05-15,1,17.41
13,940,9,Webcam,New York,2021-08-16,8,72.52
12,240,10,Keyboard,Houston,2025-04-28,8,12.91258531978763
74,516,4,Smartphone,Los Angeles,2024-06-24,10,63.4
95,305,2,Headphones,New York,2024-09-28,8,11.5
24,319,6,Keyboard,San Antonio,2023-06-18,5,11.64
26,732,1,Monitor,Chicago,2022-01-17,7,42.6
16,483,1,Keyboard,Phoenix,2023-07-22,7,65.62
44,594,4,Mouse,Los Angeles,2024-09-12,9,66.32
23,269,4,Monitor,Houston,2025-04-11,7,67.7
53,411,8,Printer,Houston,2021-02-14,1,67.86
95,83,9,Webcam,Houston,2024-07-02,3,23.86
12,802,4,Keyboard,New York,2025-11-09,6,21.49
79,329,4,Webcam,Philadelphia,2024-10-13,6,40.22
33,775,9,Laptop,San Jose,2024-08-07,3,44.43
68,191,9,Scanner,San Diego,2021-11-06,2,73.23
5,178,10,Headphones,San Antonio,2022-03-25,7,62.77
59,141,5,Webcam,Philadelphia,2025-09-09,5,24.55
22,162,7,Webcam,San Jose,2021-05-02,7,44.43
40,65,4,Mouse,San Antonio,2022-09-12,5,20.5
6,516,1,Headphones,San Diego,2023-07-22,6,22.24
12,925,6,Webcam,Chicago,2024-06-18,2,38.43
13,329,4,Tablet,Philadelphia,2023-10-22,2,66.2
54,605,3,Webcam,New York,2023-04-28,4,71.53
92,99,6,Monitor,San Diego,2024-12-06,3,58.46
6,495,3,Smartphone,New York,2025-01-14,10,13.3
50,615,8,Smartphone,Houston,2025-06-15,5,19.64
19,203,6,Mouse,Chicago,2024-02-23,10,32.3
61,900,3,Laptop,San Diego,2025-01-02,6,24.13
69,523,1,Smartphone,San Jose,2023-03-08,3,58.47
50,471,1,Monitor,San Antonio,2025-09-27,8,56.44
95,648,1,Mouse,Philadelphia,2023-08-08,1,27.65
30,617,5,Webcam,New York,2022-06-09,6,39.8
59,859,1,Tablet,Chicago,2025-06-21,2,45.39
80,891,3,Tablet,San Diego,2022-09-19,1,68.99
47,555,4,Mouse,Houston,2023-02-05,1,13.33
40,842,9,Printer,San Jose,2022-07-05,1,52.7
17,57,10,Monitor,Dallas,2025-06-05,7,71.86
72,239,5,Mouse,New York,2021-09-12,1,65.99
93,307,8,Printer,Phoenix,2025-09-18,6,21.81
31,582,4,Headphones,Chicago,2024-12-16,1,17.62
99,361,2,Mouse,Dallas,2025-08-11,8,57.79
75,138,8,Headphones,Dallas,2024-04-17,5,31.12
60,442,2,Tablet,Phoenix,2021-04-23,7,57.33
41,833,3,Laptop,San Jose,2021-03-26,6,72.69
21,869,1,Laptop,Dallas,2025-12-27,6,28.24
79,226,5,Tablet,San Jose,2025-03-03,4,61.17
47,189,3,Printer,Houston,2023-05-29,8,46.54
11,929,5,Headphones,Los Angeles,2022-06-23,1,73.44
13,439,3,Printer,Chicago,2024-05-20,3,66.53
13,237,4,Tablet,San Diego,2022-03-26,5,48.8
1,602,9,Headphones,San Jose,2022-05-01,6,24.35
6,968,9,Keyboard,New York,2023-06-12,4,67.44
75,593,5,Mouse,Phoenix,2024-06-22,9,15.0
62,515,10,Keyboard,San Jose,2023-09-04,4,39.7
21,196,5,Mouse,San Antonio,2021-10-31,5,67.78
49,369,5,Headphones,Houston,2021-02-17,3,61.99
1,590,9,Laptop,San Diego,2023-06-08,10,43.54
31,107,9,Scanner,Dallas,2021-07-30,8,68.32
34,710,9,Printer,Dallas,2021-09-21,8,25.89
50,478,5,Headphones,San Diego,2023-12-20,10,29.63
18,360,2,Mouse,Los Angeles,2023-05-10,5,48.53
27,966,5,Monitor,San Diego,2025-12-25,1,26.5
58,795,8,Webcam,Los Angeles,2025-08-14,1,69.85
46,649,6,Printer,Los Angeles,2021-07-08,7,14.7
78,251,5,Headphones,San Jose,2025-09-10,5,17.67
35,258,4,Headphones,New York,2024-04-06,5,50.12
39,880,7,Laptop,Houston,2025-12-31,8,73.51
98,393,4,Scanner,New York,2023-05-07,7,45.84
83,527,10,Headphones,Phoenix,2023-03-21,5,42.26
14,715,3,Headphones,San Diego,2023-02-21,9,20.39
49,311,5,Printer,San Jose,2023-05-31,4,40.61
28,957,1,Printer,Phoenix,2022-03-02,7,59.7
39,988,4,Headphones,Houston,2022-01-22,6,40.76
41,926,7,Keyboard,Houston,2025-06-06,1,41.87
21,683,5,Tablet,Dallas,2021-04-04,4,35.96
42,324,9,Scanner,Los Angeles,2023-03-26,2,55.32
12,265,10,Smartphone,New York,2024-08-08,5,23.55
52,362,4,Mouse,Houston,2024-12-14,5,17.48
42,456,7,Laptop,Philadelphia,2025-03-12,1,41.62
72,388,7,Tablet,San Jose,2021-09-11,5,28.1
75,967,2,Scanner,Philadelphia,2021-09-25,5,45.6
33,903,10,Smartphone,Philadelphia,2025-10-18,9,33.99
85,459,4,Printer,Dallas,2024-02-08,2,11.57
75,314,9,Mouse,Dallas,2025-01-10,10,19.16
47,861,3,Keyboard,Phoenix,2025-12-09,3,38.4
91,801,7,Tablet,Chicago,2023-08-25,3,72.4
52,628,8,Laptop,Chicago,2021-02-16,3,56.46
25,734,8,Mouse,San Jose,2023-06-17,8,18.63
61,273,9,Headphones,New York,2024-06-17,7,37.46
91,530,9,Scanner,Houston,2024-11-28,7,70.95
74,716,10,Webcam,Philadelphia,2025-12-03,4,49.7
65,970,2,Keyboard,Houston,2024-07-02,2,31.31
36,489,6,Printer,Phoenix,2021-10-17,1,27.7
42,302,6,Smartphone,Dallas,2022-02-09,3,61.57
38,546,10,Headphones,Houston,2024-06-28,8,32.86
6,282,2,Tablet,San Diego,2022-08-31,7,56.94
66,828,6,Printer,Houston,2024-06-20,2,73.86
48,305,7,Scanner,Chicago,2021-02-24,8,72.13
86,528,4,Tablet,Philadelphia,2021-01-30,6,57.14
4,301,5,Headphones,Philadelphia,2022-10-30,8,25.94
65,988,1,Headphones,Los Angeles,2024-02-24,7,10.68
39,913,1,Smartphone,Philadelphia,2024-05-27,2,58.56
93,812,10,Laptop,Philadelphia,2022-03-05,4,21.37
31,940,2,Smartphone,San Diego,2025-09-19,9,10.74
76,638,6,Tablet,Dallas,2024-05-20,7,55.53
49,429,1,Webcam,Houston,2024-07-23,2,32.97
6,145,5,Mouse,San Diego,2025-02-17,7,66.72
69,427,5,Headphones,Phoenix,2021-01-29,4,31.51
16,562,7,Smartphone,New York,2021-04-25,2,58.45
79,973,7,Printer,Dallas,2024-02-22,1,46.1
71,844,5,Keyboard,New York,2025-06-10,7,30.18
53,305,6,Smartphone,San Diego,2023-04-24,4,63.28
50,855,6,Webcam,San Jose,2024-07-01,9,47.53
64,77,7,Monitor,Philadelphia,2024-06-21,6,41.27
58,763,8,Monitor,San Diego,2025-01-15,5,69.19
54,653,4,Laptop,Dallas,2022-05-03,9,70.17
100,775,10,Mouse,San Antonio,2024-11-03,9,33.61
25,768,1,Headphones,Chicago,2023-09-21,5,18.78
23,995,3,Webcam,Los Angeles,2024-11-09,6,20.42
40,461,1,Keyboard,San Jose,2025-08-02,6,17.8
29,746,6,Mouse,Los Angeles,2025-07-12,3,74.58
5,103,9,Webcam,New York,2023-06-26,10,44.89
93,524,8,Monitor,Dallas,2021-04-08,5,13.56
57,725,7,Printer,Philadelphia,2022-08-07,10,16.48
65,123,1,Monitor,San Antonio,2022-08-18,9,47.2
27,442,8,Mouse,San Jose,2025-08-07,6,20.2
14,370,7,Mouse,Philadelphia,2023-08-25,8,63.59
47,429,10,Scanner,New York,2025-11-01,5,26.1
69,355,9,Keyboard,Phoenix,2025-08-28,3,34.58
16,615,2,Tablet,Los Angeles,2023-12-13,2,66.74
63,298,7,Keyboard,Los Angeles,2024-09-16,3,21.18
79,401,5,Smartphone,San Jose,2021-07-04,2,50.91
97,241,7,Keyboard,Philadelphia,2025-03-01,9,56.18
83,758,8,Tablet,Los Angeles,2023-10-25,4,16.96
49,176,4,Smartphone,San Diego,2021-09-19,3,20.29
63,282,10,Monitor,New York,2025-07-29,9,15.55
85,527,8,Keyboard,Philadelphia,2023-04-28,10,53.5
10,205,5,Printer,Houston,2025-06-27,6,22.46
78,496,8,Printer,San Jose,2023-07-28,1,40.3
5,353,5,Mouse,Los Angeles,2025-04-04,4,30.93
4,351,6,Smartphone,Philadelphia,2023-05-28,5,25.74
12,988,8,Monitor,Houston,2023-05-23,3,17.26
3,935,5,Scanner,Phoenix,2021-04-22,2,27.57
94,368,3,Webcam,Philadelphia,2022-04-10,8,48.34
81,832,5,Mouse,San Antonio,2021-03-24,1,37.79
7,797,1,Printer,Phoenix,2022-10-31,1,14.46
43,305,1,Monitor,Dallas,2022-12-28,8,49.35
90,307,4,Tablet,Phoenix,2023-08-04,7,44.74
73,434,2,Scanner,Phoenix,2023-09-27,2,28.34
7,624,7,Laptop,San Jose,2023-05-04,3,53.64
43,329,2,Laptop,Dallas,2023-09-16,7,32.59
62,154,6,Scanner,Phoenix,2021-03-23,10,44.9
52,615,4,Smartphone,Houston,2024-08-28,1,37.56
2,664,2,Mouse,San Antonio,2024-12-19,9,61.39
58,899,3,Smartphone,San Diego,2025-02-12,4,66.4
85,638,10,Keyboard,Philadelphia,2025-11-25,8,31.96
71,944,3,Smartphone,Dallas,2022-09-04,10,64.95
30,623,9,Scanner,San Antonio,2025-09-09,9,16.4
84,470,7,Webcam,Chicago,2025-05-12,6,49.48
86,656,1,Laptop,Phoenix,2022-06-15,5,17.12
71,248,9,Keyboard,Phoenix,2022-10-14,10,36.8
2,849,3,Laptop,New York,2023-06-03,7,22.7
5,292,5,Laptop,San Jose,2024-09-11,6,20.99
43,73,10,Printer,Houston,2023-08-19,10,62.85
80,232,5,Smartphone,Dallas,2024-06-03,2,28.36
66,993,10,Keyboard,Los Angeles,2023-07-14,8,14.44
70,289,9,Keyboard,San Diego,2025-10-22,5,42.86
48,445,2,Laptop,Phoenix,2024-05-05,9,28.27
77,287,2,Monitor,Chicago,2024-07-22,5,38.31
16,750,4,Tablet,Dallas,2024-12-06,3,50.73
7,903,9,Scanner,New York,2024-04-12,5,49.95
91,857,5,Keyboard,Phoenix,2022-12-15,10,18.3
61,817,3,Monitor,Chicago,2025-05-14,1,61.28
25,771,10,Smartphone,San Antonio,2024-04-30,6,31.13
35,341,10,Mouse,New York,2022-08-14,9,70.87
27,943,9,Keyboard,Chicago,2022-06-30,6,18.67
72,875,5,Smartphone,Chicago,2025-02-25,7,28.91
16,636,4,Tablet,Dallas,2022-11-16,8,59.83
2,631,9,Webcam,Los Angeles,2022-03-25,3,48.36
88,231,5,Tablet,San Jose,2022-12-30,7,48.95
32,905,8,Printer,San Antonio,2023-11-22,7,11.2
73,909,3,Keyboard,Los Angeles,2021-01-21,5,51.46
39,809,4,Tablet,Dallas,2024-05-10,1,19.95
69,146,2,Webcam,Dallas,2023-03-22,8,72.78
91,84,9,Headphones,San Jose,2022-09-22,1,50.58
70,732,5,Keyboard,New York,2022-05-29,3,61.91
97,269,1,Printer,Phoenix,2024-05-11,9,55.9
94,674,5,Smartphone,Dallas,2025-02-15,2,74.83
72,725,6,Smartphone,Philadelphia,2022-06-21,4,11.95
87,256,4,Mouse,New York,2023-05-10,5,24.22
37,442,3,Smartphone,San Diego,2021-03-28,1,27.19
53,933,10,Laptop,Chicago,2022-04-20,3,45.76
5,500,4,Printer,San Diego,2024-04-27,9,41.33
32,354,10,Headphones,Houston,2024-12-23,3,24.15
30,459,9,Scanner,San Jose,2024-02-26,9,11.38
86,899,10,Mouse,Houston,2025-12-23,3,72.1
53,78,10,Tablet,Philadelphia,2021-06-18,3,73.34
59,288,2,Monitor,Phoenix,2023-05-22,8,38.85
67,391,8,Tablet,Los Angeles,2025-08-17,6,47.29
47,699,10,Keyboard,Los Angeles,2024-04-03,3,54.11
56,380,9,Webcam,Dallas,2024-06-24,2,23.82
32,999,8,Mouse,Houston,2024-06-17,5,70.8
35,303,4,Printer,San Antonio,2024-10-30,6,23.73
71,548,7,Headphones,Dallas,2023-03-29,8,70.99
48,95,10,Laptop,Dallas,2025-02-26,5,31.260648108069898
36,882,8,Headphones,San Diego,2023-05-23,5,62.39
26,454,5,Headphones,Los Angeles,2023-12-26,2,56.24
33,385,8,Webcam,Dallas,2021-08-24,1,27.24
17,766,2,Smartphone,San Antonio,2025-12-05,7,12.18
30,173,1,Tablet,Los Angeles,2021-10-19,2,12.36
21,748,6,Monitor,Los Angeles,2021-04-28,5,70.74
11,832,1,Mouse,Chicago,2022-09-30,9,50.4
25,113,6,Mouse,Dallas,2022-11-14,9,72.64
54,570,6,Webcam,San Antonio,2023-10-26,2,18.85
69,771,6,Printer,San Diego,2021-03-08,10,57.23
33,128,4,Printer,Chicago,2024-03-14,9,68.93
93,481,8,Headphones,Philadelphia,2024-03-09,6,11.2
87,803,7,Tablet,San Diego,2023-07-30,2,61.0130715590922
50,290,10,Tablet,San Antonio,2025-12-03,9,53.42
48,157,10,Headphones,New York,2022-11-13,8,52.30696814373049
61,410,2,Laptop,San Diego,2021-07-13,8,44.53
12,102,4,Scanner,Chicago,2023-05-21,8,74.26
38,887,7,Webcam,Philadelphia,2021-03-18,6,14.0
51,678,1,Smartphone,Philadelphia,2025-05-26,6,58.22
58,173,3,Keyboard,Dallas,2022-05-28,10,74.35
63,916,2,Headphones,San Jose,2022-01-05,2,26.94
13,865,5,Printer,San Diego,2025-04-05,9,51.58
70,327,4,Printer,San Diego,2024-03-31,1,63.68
13,318,4,Webcam,Philadelphia,2021-06-29,4,73.3
98,608,8,Scanner,San Jose,2023-05-18,3,74.23
93,937,6,Headphones,Dallas,2022-10-07,3,27.71
